transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN182,06-12-2024 15:39,P2P,Grocery,2241,FAILED,26-35,18-25,Tamil Nadu,SBI,ICICI,Android,5G,0,15,Friday,0
TXN183,21-05-2024 21:29,P2M,Shopping,1688,SUCCESS,26-35,18-25,Delhi,SBI,SBI,iOS,4G,0,21,Tuesday,0
TXN184,26-08-2024 09:03,P2P,Healthcare,250,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,Yes Bank,Android,5G,0,9,Monday,0
TXN185,05-02-2024 14:15,P2P,Utilities,957,SUCCESS,26-35,46-55,Karnataka,SBI,Axis,iOS,WiFi,0,14,Monday,0
TXN186,05-03-2024 17:03,Bill Payment,Shopping,2555,SUCCESS,26-35,46-55,Gujarat,Axis,PNB,Android,4G,0,17,Tuesday,0
TXN187,19-02-2024 14:56,P2P,Shopping,6786,SUCCESS,56+,36-45,Karnataka,PNB,Yes Bank,Android,4G,0,14,Monday,0
TXN188,25-06-2024 18:04,P2M,Shopping,1108,SUCCESS,18-25,36-45,Gujarat,PNB,ICICI,Android,5G,0,18,Tuesday,0
TXN189,23-06-2024 01:12,P2M,Fuel,503,SUCCESS,36-45,36-45,Delhi,Kotak,PNB,iOS,5G,0,1,Sunday,1
TXN190,02-11-2024 14:06,Bill Payment,Grocery,1990,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,Yes Bank,Android,5G,0,14,Saturday,1
TXN191,07-11-2024 16:22,P2P,Shopping,1838,SUCCESS,36-45,26-35,Karnataka,HDFC,ICICI,Android,3G,0,16,Thursday,0
TXN192,15-07-2024 21:31,P2P,Food,744,SUCCESS,26-35,46-55,Telangana,Axis,SBI,Android,4G,0,21,Monday,0
TXN193,14-01-2024 21:13,P2M,Grocery,831,SUCCESS,18-25,36-45,Karnataka,SBI,PNB,Android,4G,0,21,Sunday,1
TXN194,02-02-2024 20:17,P2M,Other,1487,SUCCESS,18-25,18-25,Tamil Nadu,PNB,SBI,Android,4G,0,20,Friday,0
TXN195,06-02-2024 19:21,Bill Payment,Food,303,SUCCESS,26-35,18-25,Telangana,PNB,Yes Bank,iOS,3G,0,19,Tuesday,0
TXN196,07-12-2024 21:46,Bill Payment,Utilities,5798,SUCCESS,36-45,56+,Rajasthan,Axis,PNB,Android,WiFi,0,21,Saturday,1
TXN197,23-03-2024 21:20,P2P,Grocery,1490,FAILED,36-45,26-35,Maharashtra,SBI,ICICI,Android,4G,0,21,Saturday,1
TXN198,19-04-2024 20:35,P2P,Other,1092,SUCCESS,26-35,26-35,Uttar Pradesh,IndusInd,Yes Bank,iOS,4G,0,20,Friday,0
TXN199,11-05-2024 17:56,P2M,Transport,268,SUCCESS,36-45,56+,Delhi,Axis,ICICI,Android,4G,0,17,Saturday,1
TXN200,06-03-2024 00:47,Bill Payment,Entertainment,1659,FAILED,36-45,18-25,Tamil Nadu,SBI,Axis,Android,4G,0,0,Wednesday,0
TXN201,07-03-2024 14:29,Recharge,Food,772,SUCCESS,36-45,18-25,Maharashtra,ICICI,Axis,Android,WiFi,0,14,Thursday,0
TXN202,12-10-2024 11:19,P2M,Grocery,447,SUCCESS,46-55,36-45,Rajasthan,HDFC,IndusInd,Android,4G,0,11,Saturday,1
TXN203,24-09-2024 17:28,Bill Payment,Utilities,321,SUCCESS,26-35,26-35,Tamil Nadu,PNB,IndusInd,Android,WiFi,0,17,Tuesday,0
TXN204,22-11-2024 18:55,P2M,Food,488,SUCCESS,18-25,18-25,Delhi,Kotak,PNB,Android,4G,0,18,Friday,0
TXN205,21-01-2024 19:27,P2P,Food,291,SUCCESS,26-35,36-45,West Bengal,Axis,ICICI,Android,5G,0,19,Sunday,1
TXN206,13-09-2024 16:18,P2M,Fuel,597,SUCCESS,26-35,18-25,Uttar Pradesh,SBI,ICICI,Android,4G,0,16,Friday,0
TXN207,27-12-2024 13:10,P2M,Transport,111,SUCCESS,36-45,26-35,Telangana,SBI,Yes Bank,Android,4G,0,13,Friday,0
TXN208,31-03-2024 11:33,P2M,Other,728,SUCCESS,18-25,46-55,Andhra Pradesh,PNB,Kotak,Android,5G,0,11,Sunday,1
TXN209,20-08-2024 23:26,Bill Payment,Transport,91,SUCCESS,26-35,18-25,Gujarat,SBI,IndusInd,Android,5G,0,23,Tuesday,0
TXN210,01-08-2024 12:21,Bill Payment,Shopping,7683,SUCCESS,18-25,18-25,Karnataka,Kotak,Axis,Android,4G,0,12,Thursday,0
TXN211,10-04-2024 07:06,P2P,Other,330,SUCCESS,26-35,26-35,West Bengal,SBI,ICICI,Android,4G,0,7,Wednesday,0
TXN212,04-08-2024 09:01,Recharge,Entertainment,106,SUCCESS,36-45,26-35,Telangana,Kotak,HDFC,Android,4G,0,9,Sunday,1
TXN213,31-10-2024 20:07,P2P,Grocery,120,SUCCESS,26-35,36-45,Andhra Pradesh,IndusInd,HDFC,Android,4G,0,20,Thursday,0
TXN214,15-10-2024 21:09,P2P,Food,178,SUCCESS,18-25,18-25,Andhra Pradesh,Yes Bank,Yes Bank,Android,4G,0,21,Tuesday,0
TXN215,07-05-2024 12:38,P2P,Grocery,343,SUCCESS,56+,26-35,Karnataka,ICICI,ICICI,Android,4G,0,12,Tuesday,0
TXN216,28-01-2024 22:56,P2M,Healthcare,105,SUCCESS,18-25,18-25,Andhra Pradesh,Yes Bank,Axis,iOS,5G,0,22,Sunday,1
TXN217,02-09-2024 16:36,P2P,Utilities,2679,SUCCESS,36-45,36-45,Rajasthan,HDFC,HDFC,iOS,4G,0,16,Monday,0
TXN218,27-03-2024 15:38,Bill Payment,Grocery,281,SUCCESS,26-35,26-35,Telangana,Axis,Axis,Android,4G,0,15,Wednesday,0
TXN219,02-02-2024 16:40,Bill Payment,Entertainment,120,SUCCESS,36-45,26-35,Tamil Nadu,IndusInd,SBI,Android,4G,0,16,Friday,0
TXN220,06-09-2024 07:47,P2P,Other,3324,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,SBI,Android,WiFi,0,7,Friday,0
TXN221,09-01-2024 08:28,P2P,Food,151,FAILED,36-45,36-45,West Bengal,SBI,HDFC,Android,4G,0,8,Tuesday,0
TXN222,07-04-2024 11:34,P2P,Utilities,1687,SUCCESS,26-35,36-45,Uttar Pradesh,HDFC,HDFC,Android,4G,0,11,Sunday,1
TXN223,22-02-2024 18:40,P2P,Food,89,SUCCESS,18-25,36-45,Telangana,Axis,HDFC,iOS,4G,0,18,Thursday,0
TXN224,06-01-2024 15:42,Bill Payment,Entertainment,129,SUCCESS,56+,26-35,Karnataka,Axis,Yes Bank,Android,WiFi,0,15,Saturday,1
TXN225,09-02-2024 05:48,P2P,Grocery,188,SUCCESS,26-35,18-25,Delhi,PNB,SBI,Android,4G,0,5,Friday,0
TXN226,19-04-2024 21:57,Bill Payment,Food,69,SUCCESS,18-25,26-35,Andhra Pradesh,ICICI,HDFC,Android,4G,0,21,Friday,0
TXN227,06-05-2024 11:36,P2M,Grocery,263,SUCCESS,18-25,18-25,West Bengal,ICICI,Axis,Android,4G,0,11,Monday,0
TXN228,26-08-2024 13:03,Bill Payment,Other,386,SUCCESS,36-45,26-35,Delhi,Yes Bank,Kotak,Android,4G,0,13,Monday,0
TXN229,09-10-2024 11:26,Bill Payment,Entertainment,546,SUCCESS,18-25,18-25,Tamil Nadu,SBI,SBI,Android,4G,0,11,Wednesday,0
TXN230,20-12-2024 17:29,Bill Payment,Healthcare,1233,SUCCESS,26-35,36-45,West Bengal,Yes Bank,PNB,Android,4G,0,17,Friday,0
TXN231,13-04-2024 13:34,P2M,Utilities,5295,SUCCESS,36-45,18-25,Rajasthan,PNB,SBI,Android,4G,0,13,Saturday,1
TXN232,01-10-2024 00:01,P2M,Grocery,89,SUCCESS,56+,36-45,Tamil Nadu,SBI,ICICI,Android,4G,0,0,Tuesday,0
TXN233,01-06-2024 19:45,P2M,Food,239,SUCCESS,36-45,18-25,West Bengal,PNB,IndusInd,Android,4G,0,19,Saturday,1
TXN234,09-03-2024 19:03,P2P,Grocery,1585,SUCCESS,56+,46-55,Telangana,Axis,IndusInd,iOS,5G,0,19,Saturday,1
TXN235,08-11-2024 09:04,P2M,Grocery,348,SUCCESS,18-25,26-35,Gujarat,HDFC,Yes Bank,Android,5G,0,9,Friday,0
TXN236,19-12-2024 16:57,P2M,Shopping,1946,SUCCESS,36-45,18-25,Tamil Nadu,Axis,HDFC,Android,5G,0,16,Thursday,0
TXN237,04-07-2024 17:49,P2P,Other,321,SUCCESS,56+,36-45,Delhi,ICICI,Axis,Android,4G,0,17,Thursday,0
TXN238,15-06-2024 18:47,P2M,Grocery,348,SUCCESS,56+,46-55,Andhra Pradesh,SBI,Yes Bank,Android,5G,0,18,Saturday,1
TXN239,14-04-2024 22:44,P2P,Grocery,1509,SUCCESS,46-55,56+,Rajasthan,IndusInd,Yes Bank,Android,4G,0,22,Sunday,1
TXN240,28-09-2024 20:20,Bill Payment,Grocery,854,SUCCESS,46-55,26-35,Maharashtra,IndusInd,PNB,iOS,WiFi,0,20,Saturday,1
TXN241,21-03-2024 17:24,P2P,Healthcare,4536,FAILED,56+,26-35,Rajasthan,PNB,Axis,iOS,4G,0,17,Thursday,0
TXN242,19-04-2024 19:02,Bill Payment,Entertainment,116,FAILED,36-45,56+,Delhi,Yes Bank,IndusInd,Android,4G,0,19,Friday,0
TXN243,19-02-2024 17:57,P2M,Grocery,417,SUCCESS,36-45,36-45,Uttar Pradesh,SBI,Axis,Web,5G,0,17,Monday,0
TXN244,24-08-2024 18:24,P2P,Grocery,1242,SUCCESS,36-45,18-25,Telangana,SBI,SBI,iOS,4G,0,18,Saturday,1
TXN245,27-02-2024 20:23,P2M,Other,767,SUCCESS,36-45,46-55,Uttar Pradesh,Kotak,PNB,Android,WiFi,0,20,Tuesday,0
TXN246,04-05-2024 08:53,P2M,Utilities,1849,FAILED,18-25,18-25,Karnataka,Yes Bank,PNB,Android,WiFi,0,8,Saturday,1
TXN247,19-07-2024 08:17,P2P,Education,3518,SUCCESS,36-45,18-25,Karnataka,Yes Bank,SBI,Android,4G,0,8,Friday,0
TXN248,20-12-2024 07:30,P2P,Food,36,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,0,7,Friday,0
TXN249,06-01-2024 09:10,P2M,Food,760,SUCCESS,46-55,46-55,Andhra Pradesh,PNB,PNB,Android,4G,0,9,Saturday,1
TXN250,22-03-2024 20:02,Bill Payment,Other,852,SUCCESS,36-45,56+,Maharashtra,HDFC,Yes Bank,iOS,4G,0,20,Friday,0
TXN251,23-03-2024 23:29,P2P,Fuel,2521,SUCCESS,26-35,26-35,Maharashtra,PNB,ICICI,Android,5G,0,23,Saturday,1
TXN252,11-03-2024 23:56,Recharge,Entertainment,138,SUCCESS,18-25,18-25,Maharashtra,HDFC,Kotak,Android,WiFi,0,23,Monday,0
TXN253,30-10-2024 21:46,P2P,Food,582,SUCCESS,18-25,36-45,Maharashtra,Kotak,Yes Bank,Android,4G,0,21,Wednesday,0
TXN254,14-03-2024 10:20,Recharge,Transport,619,SUCCESS,26-35,18-25,West Bengal,IndusInd,IndusInd,iOS,WiFi,0,10,Thursday,0
TXN255,09-12-2024 15:59,P2M,Healthcare,705,SUCCESS,26-35,18-25,Gujarat,SBI,Yes Bank,Android,4G,0,15,Monday,0
TXN256,02-10-2024 17:10,Bill Payment,Other,529,SUCCESS,26-35,36-45,Telangana,Yes Bank,SBI,iOS,4G,0,17,Wednesday,0
TXN257,09-12-2024 09:53,P2M,Healthcare,173,SUCCESS,18-25,18-25,Karnataka,PNB,Yes Bank,Android,4G,0,9,Monday,0
TXN258,11-11-2024 17:13,P2M,Food,1048,SUCCESS,18-25,18-25,Delhi,PNB,IndusInd,Android,5G,0,17,Monday,0
TXN259,13-12-2024 09:51,P2P,Other,182,SUCCESS,26-35,36-45,Karnataka,Yes Bank,Yes Bank,Android,4G,0,9,Friday,0
TXN260,01-11-2024 13:34,P2M,Education,1758,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,IndusInd,Android,4G,0,13,Friday,0
TXN261,26-09-2024 13:42,P2M,Transport,24,SUCCESS,18-25,26-35,Telangana,HDFC,PNB,Android,4G,0,13,Thursday,0
TXN262,18-04-2024 11:57,Bill Payment,Food,190,SUCCESS,26-35,18-25,Gujarat,SBI,Axis,iOS,4G,0,11,Thursday,0
TXN263,08-05-2024 12:36,P2M,Grocery,1884,SUCCESS,18-25,18-25,Maharashtra,PNB,Axis,Android,4G,0,12,Wednesday,0
TXN264,26-12-2024 17:04,P2M,Food,68,SUCCESS,36-45,26-35,Gujarat,PNB,Yes Bank,iOS,WiFi,0,17,Thursday,0
TXN265,27-12-2024 18:59,Bill Payment,Other,310,SUCCESS,18-25,18-25,Karnataka,Kotak,ICICI,Android,5G,0,18,Friday,0
TXN266,28-10-2024 14:01,P2P,Utilities,1526,SUCCESS,18-25,26-35,Delhi,SBI,Kotak,Android,3G,0,14,Monday,0
TXN267,22-11-2024 14:59,P2M,Grocery,520,SUCCESS,36-45,36-45,Karnataka,Yes Bank,PNB,iOS,4G,0,14,Friday,0
TXN268,12-10-2024 21:22,P2M,Food,415,SUCCESS,18-25,26-35,West Bengal,SBI,PNB,Android,4G,0,21,Saturday,1
TXN269,15-11-2024 12:02,P2P,Utilities,1921,SUCCESS,36-45,26-35,Tamil Nadu,Kotak,SBI,iOS,5G,0,12,Friday,0
TXN270,11-01-2024 13:12,P2P,Other,427,SUCCESS,18-25,46-55,Uttar Pradesh,Axis,HDFC,iOS,4G,0,13,Thursday,0
TXN271,21-06-2024 20:33,P2P,Food,1532,SUCCESS,36-45,26-35,Maharashtra,IndusInd,HDFC,Android,WiFi,0,20,Friday,0
TXN272,21-10-2024 07:42,P2P,Utilities,280,SUCCESS,26-35,18-25,Rajasthan,IndusInd,SBI,Android,4G,0,7,Monday,0
TXN273,24-08-2024 16:27,P2M,Transport,238,SUCCESS,36-45,26-35,Gujarat,SBI,SBI,Android,4G,0,16,Saturday,1
TXN274,14-08-2024 16:23,P2P,Healthcare,222,SUCCESS,18-25,46-55,Delhi,ICICI,IndusInd,Android,5G,0,16,Wednesday,0
TXN275,15-06-2024 22:34,Recharge,Transport,133,SUCCESS,26-35,18-25,Delhi,Yes Bank,Axis,Android,4G,0,22,Saturday,1
TXN276,09-07-2024 05:30,P2M,Food,273,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,SBI,iOS,5G,0,5,Tuesday,0
TXN277,15-04-2024 14:24,P2P,Food,295,SUCCESS,56+,26-35,Maharashtra,PNB,SBI,Android,4G,0,14,Monday,0
TXN278,25-06-2024 12:05,P2P,Transport,151,SUCCESS,36-45,56+,Telangana,Yes Bank,SBI,iOS,5G,0,12,Tuesday,0
TXN279,05-10-2024 22:53,P2P,Food,1185,SUCCESS,26-35,26-35,Uttar Pradesh,ICICI,HDFC,Android,4G,0,22,Saturday,1
TXN280,07-04-2024 11:51,P2M,Education,4571,FAILED,46-55,46-55,Karnataka,HDFC,HDFC,iOS,5G,0,11,Sunday,1
TXN281,25-10-2024 03:02,Bill Payment,Shopping,188,SUCCESS,18-25,26-35,Andhra Pradesh,PNB,SBI,Android,5G,0,3,Friday,0
TXN282,15-03-2024 23:59,Bill Payment,Food,260,SUCCESS,18-25,26-35,Maharashtra,Axis,PNB,Android,4G,0,23,Friday,0
TXN283,06-08-2024 15:54,P2M,Grocery,679,SUCCESS,18-25,36-45,Maharashtra,PNB,SBI,Android,4G,0,15,Tuesday,0
TXN284,13-04-2024 19:56,P2P,Grocery,1241,SUCCESS,18-25,26-35,Gujarat,Yes Bank,Axis,Android,4G,0,19,Saturday,1
TXN285,20-03-2024 18:36,P2P,Transport,93,SUCCESS,26-35,36-45,Telangana,IndusInd,HDFC,Android,4G,0,18,Wednesday,0
TXN286,29-12-2024 14:06,Bill Payment,Utilities,1577,SUCCESS,26-35,46-55,Andhra Pradesh,IndusInd,IndusInd,Android,4G,0,14,Sunday,1
TXN287,03-08-2024 08:37,P2M,Fuel,282,SUCCESS,18-25,36-45,Delhi,ICICI,HDFC,Android,4G,0,8,Saturday,1
TXN288,04-11-2024 07:39,Bill Payment,Fuel,474,SUCCESS,36-45,26-35,Uttar Pradesh,Axis,PNB,Android,4G,0,7,Monday,0
TXN289,05-06-2024 23:20,P2M,Shopping,5634,SUCCESS,26-35,26-35,Maharashtra,Axis,HDFC,Android,4G,0,23,Wednesday,0
TXN290,24-11-2024 15:25,P2M,Entertainment,396,SUCCESS,36-45,18-25,Maharashtra,PNB,PNB,Android,4G,0,15,Sunday,1
TXN291,03-02-2024 12:02,P2M,Other,669,SUCCESS,56+,46-55,Andhra Pradesh,SBI,SBI,iOS,4G,0,12,Saturday,1
TXN292,02-11-2024 11:14,P2M,Shopping,1078,SUCCESS,18-25,36-45,Maharashtra,HDFC,IndusInd,Android,WiFi,0,11,Saturday,1
TXN293,21-10-2024 18:43,P2M,Grocery,283,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,PNB,iOS,5G,0,18,Monday,0
TXN294,16-02-2024 21:03,P2M,Entertainment,351,SUCCESS,36-45,18-25,Uttar Pradesh,ICICI,ICICI,Android,4G,0,21,Friday,0
TXN295,24-10-2024 20:32,P2P,Food,2155,SUCCESS,18-25,36-45,Tamil Nadu,ICICI,HDFC,Android,5G,0,20,Thursday,0
TXN296,02-02-2024 16:50,P2P,Grocery,682,SUCCESS,36-45,18-25,Tamil Nadu,SBI,Yes Bank,Android,4G,0,16,Friday,0
TXN297,13-01-2024 14:03,P2P,Food,166,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,PNB,iOS,4G,0,14,Saturday,1
TXN298,03-07-2024 22:20,P2P,Shopping,4046,SUCCESS,18-25,18-25,Gujarat,SBI,SBI,iOS,4G,0,22,Wednesday,0
TXN299,18-09-2024 16:38,Recharge,Transport,865,SUCCESS,36-45,36-45,West Bengal,Kotak,ICICI,Android,4G,0,16,Wednesday,0
TXN300,13-04-2024 23:31,P2P,Utilities,12568,SUCCESS,36-45,26-35,Tamil Nadu,Kotak,Axis,Android,4G,0,23,Saturday,1
TXN301,17-01-2024 20:01,Bill Payment,Education,10309,SUCCESS,36-45,26-35,Andhra Pradesh,HDFC,ICICI,Android,4G,0,20,Wednesday,0
TXN302,21-01-2024 12:13,Bill Payment,Fuel,5359,SUCCESS,18-25,36-45,Gujarat,ICICI,PNB,Android,4G,0,12,Sunday,1
TXN303,16-04-2024 13:35,P2M,Fuel,1287,SUCCESS,26-35,18-25,Telangana,Axis,PNB,Android,5G,0,13,Tuesday,0
TXN304,12-03-2024 20:30,P2M,Healthcare,2928,SUCCESS,36-45,18-25,West Bengal,SBI,ICICI,iOS,4G,0,20,Tuesday,0
TXN305,07-05-2024 06:44,P2P,Transport,309,SUCCESS,36-45,18-25,Tamil Nadu,PNB,IndusInd,iOS,4G,0,6,Tuesday,0
TXN306,09-09-2024 10:38,P2M,Grocery,167,SUCCESS,36-45,46-55,Uttar Pradesh,ICICI,Axis,iOS,4G,0,10,Monday,0
TXN307,23-06-2024 19:22,P2P,Food,255,SUCCESS,36-45,18-25,Rajasthan,HDFC,PNB,iOS,4G,0,19,Sunday,1
TXN308,09-03-2024 20:25,P2P,Utilities,2499,SUCCESS,26-35,46-55,Karnataka,SBI,PNB,Android,4G,0,20,Saturday,1
TXN309,27-10-2024 00:03,P2M,Shopping,2775,SUCCESS,26-35,46-55,Gujarat,SBI,PNB,Android,WiFi,0,0,Sunday,1
TXN310,28-02-2024 11:14,P2P,Grocery,140,SUCCESS,36-45,36-45,West Bengal,PNB,ICICI,Android,4G,0,11,Wednesday,0
TXN311,24-08-2024 04:40,Bill Payment,Utilities,3255,SUCCESS,18-25,46-55,Tamil Nadu,PNB,Yes Bank,iOS,4G,0,4,Saturday,1
TXN312,29-07-2024 18:44,Bill Payment,Fuel,935,SUCCESS,36-45,26-35,Karnataka,IndusInd,Axis,Android,5G,0,18,Monday,0
TXN313,06-06-2024 20:07,P2P,Utilities,2428,SUCCESS,18-25,36-45,Uttar Pradesh,ICICI,SBI,Android,4G,0,20,Thursday,0
TXN314,18-10-2024 09:36,P2P,Healthcare,333,SUCCESS,18-25,26-35,West Bengal,PNB,HDFC,Android,4G,0,9,Friday,0
TXN315,13-10-2024 19:36,P2P,Grocery,1037,SUCCESS,36-45,26-35,Gujarat,Axis,ICICI,Android,4G,0,19,Sunday,1
TXN316,24-06-2024 21:49,P2M,Other,221,SUCCESS,36-45,26-35,Gujarat,IndusInd,SBI,Android,4G,0,21,Monday,0
TXN317,30-01-2024 13:44,P2M,Transport,409,SUCCESS,26-35,36-45,Andhra Pradesh,HDFC,PNB,Web,4G,0,13,Tuesday,0
TXN318,14-07-2024 20:56,P2P,Fuel,1822,FAILED,36-45,26-35,Delhi,PNB,SBI,Android,4G,0,20,Sunday,1
TXN319,19-01-2024 21:36,P2P,Food,86,SUCCESS,18-25,26-35,Andhra Pradesh,SBI,Axis,Android,4G,0,21,Friday,0
TXN320,23-12-2024 21:26,Bill Payment,Utilities,3310,SUCCESS,56+,18-25,Uttar Pradesh,ICICI,Kotak,iOS,4G,0,21,Monday,0
TXN321,31-05-2024 16:51,P2P,Grocery,2357,SUCCESS,26-35,18-25,Uttar Pradesh,Yes Bank,PNB,iOS,4G,0,16,Friday,0
TXN322,21-05-2024 07:48,P2M,Entertainment,181,SUCCESS,18-25,18-25,Maharashtra,Kotak,PNB,iOS,5G,0,7,Tuesday,0
TXN323,24-12-2024 19:01,P2P,Transport,62,SUCCESS,26-35,56+,Delhi,Kotak,PNB,Web,4G,0,19,Tuesday,0
TXN324,07-05-2024 10:59,P2P,Shopping,2221,SUCCESS,36-45,36-45,Delhi,ICICI,SBI,iOS,4G,0,10,Tuesday,0
TXN325,31-10-2024 16:02,P2M,Entertainment,139,SUCCESS,36-45,36-45,Maharashtra,HDFC,IndusInd,Android,4G,0,16,Thursday,0
TXN326,06-03-2024 20:58,P2M,Transport,160,SUCCESS,36-45,26-35,Gujarat,Kotak,Axis,Android,4G,0,20,Wednesday,0
TXN327,30-12-2024 14:58,P2P,Healthcare,1496,SUCCESS,36-45,36-45,Telangana,HDFC,ICICI,Android,4G,0,14,Monday,0
TXN328,03-09-2024 21:58,P2M,Grocery,527,SUCCESS,46-55,26-35,Uttar Pradesh,PNB,ICICI,iOS,4G,0,21,Tuesday,0
TXN329,10-02-2024 22:24,P2M,Entertainment,182,SUCCESS,46-55,18-25,Tamil Nadu,Axis,Yes Bank,Android,WiFi,0,22,Saturday,1
TXN330,12-03-2024 21:36,P2M,Entertainment,436,SUCCESS,18-25,26-35,Gujarat,HDFC,HDFC,Android,4G,0,21,Tuesday,0
TXN331,03-10-2024 17:36,P2P,Fuel,3287,SUCCESS,18-25,18-25,Andhra Pradesh,IndusInd,HDFC,Android,4G,0,17,Thursday,0
TXN332,22-11-2024 22:49,P2M,Grocery,879,SUCCESS,18-25,26-35,West Bengal,PNB,SBI,iOS,4G,0,22,Friday,0
TXN333,19-05-2024 09:28,P2P,Food,1445,SUCCESS,18-25,26-35,Gujarat,SBI,IndusInd,iOS,5G,0,9,Sunday,1
TXN334,01-10-2024 22:47,P2M,Grocery,1946,SUCCESS,36-45,18-25,Tamil Nadu,SBI,HDFC,Android,4G,0,22,Tuesday,0
TXN335,26-11-2024 12:22,P2M,Entertainment,167,SUCCESS,46-55,36-45,Tamil Nadu,HDFC,IndusInd,Android,3G,0,12,Tuesday,0
TXN336,30-11-2024 23:17,P2P,Other,549,SUCCESS,26-35,46-55,Rajasthan,Kotak,SBI,Android,4G,0,23,Saturday,1
TXN337,07-07-2024 19:05,P2P,Food,478,SUCCESS,26-35,18-25,Andhra Pradesh,Yes Bank,ICICI,Android,4G,0,19,Sunday,1
TXN338,08-11-2024 17:45,Bill Payment,Grocery,2838,SUCCESS,26-35,18-25,Uttar Pradesh,Axis,SBI,Web,WiFi,0,17,Friday,0
TXN339,18-03-2024 10:46,Bill Payment,Utilities,483,SUCCESS,26-35,18-25,West Bengal,Kotak,Axis,Android,5G,0,10,Monday,0
TXN340,13-04-2024 15:56,P2M,Food,280,SUCCESS,18-25,36-45,Karnataka,HDFC,PNB,Android,4G,0,15,Saturday,1
TXN341,28-06-2024 20:20,Bill Payment,Grocery,2640,SUCCESS,36-45,18-25,Maharashtra,HDFC,Axis,Android,4G,0,20,Friday,0
TXN342,14-09-2024 14:59,Bill Payment,Food,92,SUCCESS,18-25,26-35,Rajasthan,ICICI,Yes Bank,Android,4G,0,14,Saturday,1
TXN343,23-10-2024 20:14,Bill Payment,Shopping,497,SUCCESS,36-45,26-35,Delhi,Kotak,HDFC,iOS,5G,0,20,Wednesday,0
TXN344,03-12-2024 18:47,Bill Payment,Other,1085,SUCCESS,26-35,36-45,Delhi,PNB,Yes Bank,Android,4G,0,18,Tuesday,0
TXN345,19-11-2024 20:27,P2P,Utilities,3360,SUCCESS,36-45,46-55,Rajasthan,SBI,ICICI,Android,5G,0,20,Tuesday,0
TXN346,26-12-2024 11:44,P2M,Grocery,646,SUCCESS,26-35,18-25,Maharashtra,ICICI,SBI,Web,4G,0,11,Thursday,0
TXN347,09-08-2024 19:46,P2M,Food,631,SUCCESS,18-25,18-25,Uttar Pradesh,SBI,PNB,Android,WiFi,0,19,Friday,0
TXN348,14-01-2024 17:39,P2M,Shopping,4554,SUCCESS,18-25,18-25,Rajasthan,SBI,PNB,Android,4G,0,17,Sunday,1
TXN349,04-07-2024 12:53,P2M,Transport,953,SUCCESS,36-45,26-35,West Bengal,Kotak,SBI,Web,4G,0,12,Thursday,0
TXN350,02-12-2024 14:29,P2P,Shopping,1191,SUCCESS,26-35,36-45,Gujarat,SBI,Yes Bank,Android,5G,0,14,Monday,0
TXN351,22-03-2024 11:03,P2M,Grocery,317,SUCCESS,18-25,36-45,Karnataka,SBI,IndusInd,Android,4G,0,11,Friday,0
TXN352,15-04-2024 08:04,P2M,Transport,571,SUCCESS,26-35,36-45,Tamil Nadu,Axis,SBI,Android,5G,0,8,Monday,0
TXN353,30-06-2024 10:17,P2P,Food,1107,SUCCESS,46-55,36-45,Telangana,Kotak,Kotak,Android,5G,0,10,Sunday,1
TXN354,08-05-2024 20:49,P2P,Entertainment,220,SUCCESS,26-35,26-35,Rajasthan,HDFC,SBI,Web,5G,0,20,Wednesday,0
TXN355,22-06-2024 19:16,P2M,Healthcare,522,SUCCESS,56+,26-35,Andhra Pradesh,IndusInd,ICICI,Android,4G,0,19,Saturday,1
TXN356,03-02-2024 22:14,P2P,Grocery,139,SUCCESS,26-35,36-45,Delhi,Axis,PNB,Android,4G,0,22,Saturday,1
TXN357,27-02-2024 17:23,P2M,Grocery,158,SUCCESS,18-25,26-35,Karnataka,HDFC,ICICI,Android,4G,0,17,Tuesday,0
TXN358,24-02-2024 14:01,P2P,Entertainment,92,SUCCESS,36-45,18-25,Andhra Pradesh,Axis,ICICI,Android,5G,0,14,Saturday,1
TXN359,13-08-2024 21:51,P2M,Food,137,SUCCESS,26-35,46-55,Gujarat,SBI,IndusInd,Android,WiFi,0,21,Tuesday,0
TXN360,26-07-2024 14:06,Recharge,Utilities,308,SUCCESS,26-35,18-25,Andhra Pradesh,SBI,SBI,Android,4G,0,14,Friday,0
TXN361,28-08-2024 17:19,P2P,Transport,150,SUCCESS,56+,26-35,Karnataka,SBI,IndusInd,iOS,4G,0,17,Wednesday,0
TXN362,18-07-2024 21:54,P2P,Transport,120,SUCCESS,26-35,46-55,Tamil Nadu,Yes Bank,SBI,Android,WiFi,0,21,Thursday,0
